47111,cw_866,2003,1,,2003-03-26,http://www.sec.gov/Archives/edgar/data/47111/0000047111-03-000085.txt,http://www.sec.gov/Archives/edgar/data/47111/000004711103000085/exh21200210k.htm,1
47111,cw_866,2004,1,,2004-03-12,http://www.sec.gov/Archives/edgar/data/47111/0000047111-04-000093.txt,http://www.sec.gov/Archives/edgar/data/47111/000004711104000093/exh21.htm,1
47111,cw_866,2005,1,,2005-03-07,http://www.sec.gov/Archives/edgar/data/47111/0000047111-05-000107.txt,http://www.sec.gov/Archives/edgar/data/47111/000004711105000107/exh21.htm,1
47111,cw_866,2006,1,,2006-02-28,http://www.sec.gov/Archives/edgar/data/47111/0000047111-06-000081.txt,http://www.sec.gov/Archives/edgar/data/47111/000004711106000081/exh21_sigsubs.htm,1
47111,cw_866,2007,1,,2007-02-23,http://www.sec.gov/Archives/edgar/data/47111/0001193125-07-037921.txt,http://www.sec.gov/Archives/edgar/data/47111/000119312507037921/dex21.htm,1
47111,cw_866,2008,1,20071231,2008-02-19,http://www.sec.gov/Archives/edgar/data/47111/0001193125-08-033182.txt,http://www.sec.gov/Archives/edgar/data/47111/000119312508033182/dex21.htm,1
47111,cw_866,2009,1,,2009-02-20,http://www.sec.gov/Archives/edgar/data/47111/0001193125-09-033670.txt,http://www.sec.gov/Archives/edgar/data/47111/000119312509033670/dex211.htm,1
47111,cw_866,2010,1,,2010-02-19,http://www.sec.gov/Archives/edgar/data/47111/0001193125-10-034780.txt,http://www.sec.gov/Archives/edgar/data/47111/000119312510034780/dex211.htm,1
47111,cw_866,2011,1,,2011-02-18,http://www.sec.gov/Archives/edgar/data/47111/0001193125-11-039789.txt,http://www.sec.gov/Archives/edgar/data/47111/000119312511039789/dex211.htm,1
47111,cw_866,2012,1,,2012-03-19,http://www.sec.gov/Archives/edgar/data/47111/0001193125-12-121449.txt,,1
47111,cw_866,2012,1,,2012-02-17,http://www.sec.gov/Archives/edgar/data/47111/0001193125-12-067143.txt,http://www.sec.gov/Archives/edgar/data/47111/000119312512067143/d251393dex211.htm,1
47111,cw_866,2013,1,,2013-02-22,http://www.sec.gov/Archives/edgar/data/47111/0000047111-13-000007.txt,http://www.sec.gov/Archives/edgar/data/47111/000004711113000007/hsy_20121231exhibit211.htm,1
47111,cw_866,2014,1,,2014-02-21,http://www.sec.gov/Archives/edgar/data/47111/0000047111-14-000006.txt,http://www.sec.gov/Archives/edgar/data/47111/000004711114000006/hsy_20131231exhibit211.htm,1
47111,cw_866,2015,1,,2015-02-20,http://www.sec.gov/Archives/edgar/data/47111/0000047111-15-000010.txt,http://www.sec.gov/Archives/edgar/data/47111/000004711115000010/hsy_20141231exhibit211.htm,1
927653,cw_10584,2003,2,,2003-06-06,http://www.sec.gov/Archives/edgar/data/927653/0000950149-03-001297.txt,http://www.sec.gov/Archives/edgar/data/927653/000095014903001297/f90251exv21.txt,1
927653,cw_10584,2004,2,,2004-06-10,http://www.sec.gov/Archives/edgar/data/927653/0000950149-04-001115.txt,http://www.sec.gov/Archives/edgar/data/927653/000095014904001115/f99032exv21.htm,1
927653,cw_10584,2005,2,,2005-05-13,http://www.sec.gov/Archives/edgar/data/927653/0000950134-05-009971.txt,http://www.sec.gov/Archives/edgar/data/927653/000095013405009971/f08078exv21.htm,1
927653,cw_10584,2006,2,,2006-05-16,http://www.sec.gov/Archives/edgar/data/927653/0000950149-06-000282.txt,http://www.sec.gov/Archives/edgar/data/927653/000095014906000282/f20234exv21.htm,1
927653,cw_10584,2007,2,,2007-05-09,http://www.sec.gov/Archives/edgar/data/927653/0000950134-07-010894.txt,http://www.sec.gov/Archives/edgar/data/927653/000095013407010894/f29988exv21.htm,1
927653,cw_10584,2008,2,20080331,2008-05-07,http://www.sec.gov/Archives/edgar/data/927653/0000950149-08-000067.txt,http://www.sec.gov/Archives/edgar/data/927653/000095014908000067/f39986exv21.htm,1
